ruta,tipo,corredor,orden,estacion,capacidad
P85,DU,P,4,Bicentenario,80
P85,DU,P,5,Policarpa,80
P85,DU,P,6,AV. 1° de Mayo,80
P85,DU,P,7,Quiroga,80
P85,DU,P,8,Consuelo,80
P85,DU,P,9,Danubio,80
P85,DU,P,10,Portal Usme,80
C17,EX,C,1,Portal Usme,250
C17,EX,C,2,Danubio,250
C17,EX,C,3,Consuelo,250
C17,EX,C,4,Socorro,250
C17,EX,C,5,Santa Lucía,250
C17,EX,C,6,Quiroga,250
C17,EX,C,7,Restrepo,250
C17,EX,C,8,Hortúa,250
C17,EX,C,9,Guatoque - Veraguas,250
C17,EX,C,10,Paloquemao,250
C17,EX,C,11,AV. El Dorado,250
C17,EX,C,12,U. Nacional,250
C17,EX,C,13,7 de agosto,250
C17,EX,C,14,San Martín,250
C17,EX,C,15,Suba - Calle 95,250
C17,EX,C,16,Suba - Calle 100,250
C17,EX,C,17,Puentelargo,250
C17,EX,C,18,AV. Suba - Calle 116,250
C17,EX,C,19,Niza - Calle 127,250
C17,EX,C,20,Suba - TV 91,250
C17,EX,C,21,La Campiña,250
C17,EX,C,22,Portal Suba,250
D81,DU,D/M,1,Portal 20 de Julio,80
D81,DU,D/M,2,Country Sur,80
D81,DU,D/M,3,AV. 1° de Mayo,80
D81,DU,D/M,4,Bicentenario,80
D81,DU,D/M,5,San Victorino,80
D81,DU,D/M,6,Museo Nacional - FNG,80
D81,DU,D/M,7,Polo - FINCOMERCIO,80
D81,DU,D/M,8,KR 47,80
D81,DU,D/M,9,AV. 68,80
